2026-09-04 12:52:00 | INFO     | Starting translation: source=fa target=en | mode=execute
2026-09-04 12:52:00 | INFO     | Table ready: dbo.PageContentLocalize | base=PageContent | fk=PageContentId | translatable_columns=Title, Description | pending=85
2026-09-04 12:52:00 | INFO     | Preparation summary: discovered=1 eligible=1 skipped=0 pending_rows=85
2026-09-04 12:52:01 | INFO     | [------------------------]   1.18% | table 1/1 [------------------------]   1.18% | dbo.PageContentLocalize.PageContentId=1 | status=inserted | inserted=1 skipped_existing=0 failed=0
2026-09-04 12:52:02 | INFO     | [#-----------------------]   2.35% | table 1/1 [#-----------------------]   2.35% | dbo.PageContentLocalize.PageContentId=2 | status=inserted | inserted=2 skipped_existing=0 failed=0
2026-09-04 12:52:02 | INFO     | [#-----------------------]   3.53% | table 1/1 [#-----------------------]   3.53% | dbo.PageContentLocalize.PageContentId=3 | status=inserted | inserted=3 skipped_existing=0 failed=0
2026-09-04 12:52:03 | INFO     | [#-----------------------]   4.71% | table 1/1 [#-----------------------]   4.71% | dbo.PageContentLocalize.PageContentId=4 | status=inserted | inserted=4 skipped_existing=0 failed=0
2026-09-04 12:52:04 | INFO     | [#-----------------------]   5.88% | table 1/1 [#-----------------------]   5.88% | dbo.PageContentLocalize.PageContentId=5 | status=inserted | inserted=5 skipped_existing=0 failed=0
2026-09-04 12:52:05 | INFO     | [##----------------------]   7.06% | table 1/1 [##----------------------]   7.06% | dbo.PageContentLocalize.PageContentId=6 | status=inserted | inserted=6 skipped_existing=0 failed=0
2026-09-04 12:52:05 | INFO     | [##----------------------]   8.24% | table 1/1 [##----------------------]   8.24% | dbo.PageContentLocalize.PageContentId=7 | status=inserted | inserted=7 skipped_existing=0 failed=0
2026-09-04 12:52:05 | INFO     | [##----------------------]   9.41% | table 1/1 [##----------------------]   9.41% | dbo.PageContentLocalize.PageContentId=8 | status=inserted | inserted=8 skipped_existing=0 failed=0
2026-09-04 12:52:06 | INFO     | [###---------------------]  10.59% | table 1/1 [###---------------------]  10.59% | dbo.PageContentLocalize.PageContentId=9 | status=inserted | inserted=9 skipped_existing=0 failed=0
2026-09-04 12:52:06 | INFO     | [###---------------------]  11.76% | table 1/1 [###---------------------]  11.76% | dbo.PageContentLocalize.PageContentId=10 | status=inserted | inserted=10 skipped_existing=0 failed=0
2026-09-04 12:52:06 | INFO     | [###---------------------]  12.94% | table 1/1 [###---------------------]  12.94% | dbo.PageContentLocalize.PageContentId=11 | status=inserted | inserted=11 skipped_existing=0 failed=0
2026-09-04 12:52:07 | INFO     | [###---------------------]  14.12% | table 1/1 [###---------------------]  14.12% | dbo.PageContentLocalize.PageContentId=12 | status=inserted | inserted=12 skipped_existing=0 failed=0
2026-09-04 12:52:07 | INFO     | [####--------------------]  15.29% | table 1/1 [####--------------------]  15.29% | dbo.PageContentLocalize.PageContentId=13 | status=inserted | inserted=13 skipped_existing=0 failed=0
2026-09-04 12:52:07 | INFO     | [####--------------------]  16.47% | table 1/1 [####--------------------]  16.47% | dbo.PageContentLocalize.PageContentId=14 | status=inserted | inserted=14 skipped_existing=0 failed=0
2026-09-04 12:52:08 | INFO     | [####--------------------]  17.65% | table 1/1 [####--------------------]  17.65% | dbo.PageContentLocalize.PageContentId=15 | status=inserted | inserted=15 skipped_existing=0 failed=0
2026-09-04 12:52:08 | INFO     | [#####-------------------]  18.82% | table 1/1 [#####-------------------]  18.82% | dbo.PageContentLocalize.PageContentId=16 | status=inserted | inserted=16 skipped_existing=0 failed=0
2026-09-04 12:52:09 | INFO     | [#####-------------------]  20.00% | table 1/1 [#####-------------------]  20.00% | dbo.PageContentLocalize.PageContentId=17 | status=inserted | inserted=17 skipped_existing=0 failed=0
2026-09-04 12:52:09 | INFO     | [#####-------------------]  21.18% | table 1/1 [#####-------------------]  21.18% | dbo.PageContentLocalize.PageContentId=18 | status=inserted | inserted=18 skipped_existing=0 failed=0
2026-09-04 12:52:09 | INFO     | [#####-------------------]  22.35% | table 1/1 [#####-------------------]  22.35% | dbo.PageContentLocalize.PageContentId=19 | status=inserted | inserted=19 skipped_existing=0 failed=0
2026-09-04 12:52:10 | INFO     | [######------------------]  23.53% | table 1/1 [######------------------]  23.53% | dbo.PageContentLocalize.PageContentId=20 | status=inserted | inserted=20 skipped_existing=0 failed=0
2026-09-04 12:52:10 | INFO     | [######------------------]  24.71% | table 1/1 [######------------------]  24.71% | dbo.PageContentLocalize.PageContentId=21 | status=inserted | inserted=21 skipped_existing=0 failed=0
2026-09-04 12:52:10 | INFO     | [######------------------]  25.88% | table 1/1 [######------------------]  25.88% | dbo.PageContentLocalize.PageContentId=22 | status=inserted | inserted=22 skipped_existing=0 failed=0
